StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,P_MD_A,P_MD_B,P_MD_C,P_MD_D,P_MD_A_2C,P_MD_B_2C,P_MD_C_2C,P_MD_D_2C,Pharma_OE,T_MD_A,T_MD_B,T_MD_C,T_MD_D,T_MD_A_2C,T_MD_B_2C,T_MD_C_2C,T_MD_D_2C,Training_OE,Q66,PROLIFIC_PID,pay,time,STUDY_ID,SESSION_ID,threshold,comparative,prob,vignette,condition,propstab2,propstab3,propstab4,propstab5,propstab1,propstab6
5/24/22 12:49,5/24/22 12:53,IP Address,*******,100,207,TRUE,5/24/22 12:53,R_2wsnoboNgEowWCM,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60c024ebe9f5a4229ecfb232,Yes,No,No,No,,,,,The effectiveness highly depends on a large sample size of data from patients that took the medication and reported a reduction in pain.,,,,,,,,,,,60c024ebe9f5a4229ecfb232,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d28cd2ec9f8bcb77bed96,80,No,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:50,5/24/22 12:53,IP Address,*******,100,164,TRUE,5/24/22 12:53,R_yQ0Y5g14kPLlp97,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61272733b6c8fe076880e02c,,,,,,,,,,Yes,No,No,No,,,,,"It would seem that using case studies and taking place on the weekend dramatically increases the results. This is a surface level analysis, though, and there could be other details that factor into its effectiveness. ",,61272733b6c8fe076880e02c,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d2907f3994117c11766b0,80,No,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:49,5/24/22 12:53,IP Address,*******,100,230,TRUE,5/24/22 12:53,R_2CWDCELB1aF4lU4,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fddeb6dfaa94f6424e0916,,,,,,,,,,Yes,Yes,No,No,,,,,"The first two training programs are highly effective and successful, while the last two training programs are very inefficient and faulty. I would recommend the Type-1 trainings, particularly in the format of the first data point because it had nearly a 100% efficacy rate.","I found this survey to be very interesting! I was constantly looking for a back button to look at the chart again because I forgot basically everything, and then I realized that was the purpose of the survey!",60fddeb6dfaa94f6424e0916,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d28c8a404d5339f4b902f,50,Yes,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:49,5/24/22 12:53,IP Address,*******,100,231,TRUE,5/24/22 12:53,R_10wNj4UGWgicAOu,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,56797198c3041a0012b64b5e,,,,,,,,,,Yes,Yes,No,No,,,,,"The training programs that have the best end results, more than 50% successful employees, are also most successful in other training areas. When employees are not subsequently successful at work, they also were not successful in the training program.",no,56797198c3041a0012b64b5e,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d28cc54ac39b2bcdd3c07,50,Yes,85,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:53,5/24/22 12:54,IP Address,*******,100,79,TRUE,5/24/22 12:54,R_x0ebZseUlyWT0HL,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fd50570dd4923fec4a6f50,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,You only want to use the training programs that had 80% or higher of success rate. ,,60fd50570dd4923fec4a6f50,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2992abca1d3718cec66b,80,No,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:51,5/24/22 12:54,IP Address,*******,100,181,TRUE,5/24/22 12:54,R_1pWMo5U1mCjmdgK,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6090578fb2299eacaec32b7a,Yes,Yes,No,No,,,,,"From the medicines I chose to stock or not, it seems like medication with the active ingredient Reptol were effective and those with Psylo were not. Having to be taken with or without food did not seem to make a difference.",,,,,,,,,,,6090578fb2299eacaec32b7a,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d293d8fdbd614d22510f8,50,Yes,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:48,5/24/22 12:55,IP Address,*******,100,385,TRUE,5/24/22 12:55,R_1K24Nwtu4dHNxkd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60008e2ee4d8c913c602e0cd,,,,,,,,,,Yes,Yes,No,No,,,,,It seems like the Type 2 training programs were significantly less efficacious than the Type 1 ,Not particularly,60008e2ee4d8c913c602e0cd,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d287b76cb52a851133b6c,50,Yes,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:51,5/24/22 12:55,IP Address,*******,100,234,TRUE,5/24/22 12:55,R_2VPkOAI6iYDbbm6,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fe22beeb612ead4d261590,,,,,,,,,,Yes,No,No,No,,,,,"Training programs that take place on the weekends and use case studies seem to be the most effective method of training new employees so that they become successful. Training that takes place during the work week seems like it would be more strenuous on both employees and employers, since most businesses still have to be open during the week. However, training that uses simulations seems to be fairly effective, as long as the training is during the weekend. ",,60fe22beeb612ead4d261590,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2933bdd922b33a9a7bff,80,No,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:52,5/24/22 12:55,IP Address,*******,100,198,TRUE,5/24/22 12:55,R_3dTffDHY4Q2LGnb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61222038c2048b50449284a1,,,,,,,,,,Yes,Yes,No,No,,,,,"I learned that successful programs had at least 50% of participants go on to be successful. To me, it didn't appear significant of the training was on the weekends or not.",,61222038c2048b50449284a1,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2969553b009e0159c168,50,Yes,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:52,5/24/22 12:56,IP Address,*******,100,202,TRUE,5/24/22 12:56,R_5sswaaTXA9SSTDz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60feeb09b7d82ce1c4d2abd0,Yes,No,No,No,,,,,Different ingredients react with the body in different ways. Sometimes they require food to help prevent unwanted side effects or even to help the medicine work more completely. ,,,,,,,,,,,60feeb09b7d82ce1c4d2abd0,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d29853154d13a062eef65,80,No,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:49,5/24/22 12:56,IP Address,*******,100,415,TRUE,5/24/22 12:56,R_s5WfgsUDEvORhFT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ba004dbba595e00015c75e8,Yes,No,No,No,,,,,I've learned that the most effective active medication and condition combination is Reptol taken with food at 98% experiencing reduction. The same ingredient is slight less effective when not taken with food at 71%. Psylo seems to be the less effective active ingredient as evidenced by the low (1%) reports if efficacy whether take with or without food.,,,,,,,,,,,5ba004dbba595e00015c75e8,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d28c39a260752d70628b3,80,No,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:55,5/24/22 12:56,IP Address,*******,100,108,TRUE,5/24/22 12:56,R_3IadHVIafFnKyhX,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fa06c88d51d970a4fe2cb34,,,,,,,,,,Yes,Yes,No,No,,,,,Well the efficacy didn't seem very consistent. There was one study for each type that had really high scores and two others with equally low scores. I think it might even out regardless of which one is chosen. ,,5fa06c88d51d970a4fe2cb34,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a020e2e0f71c452b4b9,50,Yes,85,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:52,5/24/22 12:56,IP Address,*******,100,255,TRUE,5/24/22 12:56,R_3PcYpz08uJausDb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e7a2ccd69a7770604dfb352,,,,,,,,,,Yes,No,No,No,,,,,"It seems that only those program that use Type 1 Case Studies meet or exceed the goal that my manager has laid out. Those that utilize simulations fall far below the required threshold, and whether they are Type 1 or Type 2 still have a dismal 1% rate. The Type 2 Case Studies programs are just under the required minimum. It could be fair to say that Case Studies are more successful that Case Simulations.",,5e7a2ccd69a7770604dfb352,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d296c402a982f1d907c5f,80,No,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:52,5/24/22 12:57,IP Address,*******,100,263,TRUE,5/24/22 12:57,R_1QhJjuESs1ydIkQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5def36764194415d17f32c5b,Yes,Yes,No,No,,,,,"Only medications containing Reptol, whether Type-1 or Type-2, were sufficiently effective at treating headaches. Type-1 Reptol was around 20% more effective than Type-2 Reptol. Medications containing either Type-1 and Type-2 Psylo were only 1% effective at treating headaches.",,,,,,,,,,,5def36764194415d17f32c5b,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2977386f9583b6c283d5,50,Yes,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:55,5/24/22 12:57,IP Address,*******,100,92,TRUE,5/24/22 12:57,R_2SvHJyXsnxDYaKa,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d63f9cd26a2ac001758c70d,,,,,,,,,,Yes,No,No,No,,,,,That there is a high variety of the success rate. It can be completely successful or not at all.,,5d63f9cd26a2ac001758c70d,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d2a28d82880346df062cc,80,No,98,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:54,5/24/22 12:58,IP Address,*******,100,249,TRUE,5/24/22 12:58,R_1DHZqA8hVQ4Cgz0,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61116fa0d9fd46ba1427122a,Yes,No,No,No,,,,,"It seems to be that Reptol works a lot better at reducing headaches than Psylo. In addition, if you take food with the medicine, as shown in option A, the results are a lot better than without food in option B. ",,,,,,,,,,,61116fa0d9fd46ba1427122a,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d29c3acdfc1ed4520a4db,80,No,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:52,5/24/22 12:58,IP Address,*******,100,318,TRUE,5/24/22 12:58,R_2tEDcydOJloJRnd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,606a3cf263a18869ac8ee0ed,,,,,,,,,,Yes,Yes,No,No,,,,,I am only to recommend to my supervisor the training programs which lead to 50% or more of the employees being successful . training A and B Both had A higher than 50% rate of employees being successful after enduring that training . out of the two choices I would choose training a which led to 98% of the employees being successful . There were two types of training C and D which both had very low percentages for the employees being successful so I would not use either of those two.,no,606a3cf263a18869ac8ee0ed,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d29768d0965535291581c,50,Yes,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:54,5/24/22 12:58,IP Address,*******,100,216,TRUE,5/24/22 12:58,R_2Ez89UFkwo8ED9g,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fe134bea0a58a6b9d96ee3,Yes,Yes,No,No,,,,,"the medications with reptol and psylo, which must be taken with food or without food, are not as effective at reducing headaches.",,,,,,,,,,,60fe134bea0a58a6b9d96ee3,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d29fb4b579dfdd4b1ce3b,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:56,5/24/22 12:59,IP Address,*******,100,147,TRUE,5/24/22 12:59,R_308lvuaaM2mrXt1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5dbf5fe16849043f135aa2c0,,,,,,,,,,Yes,No,No,No,,,,,I learned that some types of training studies are very successful - 80% and over - and that others are very unsuccessful - only 1% of trainees are successful. ,,5dbf5fe16849043f135aa2c0,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d2a550b463f6fb705649c,80,No,85,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:52,5/24/22 12:59,IP Address,*******,100,407,TRUE,5/24/22 12:59,R_3R4vu5hEvGkrsZS,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e3af922a4907231695c413e,Yes,No,No,No,,,,,Some of these medications relieve headaches in different percentages based on experiments. The ones with the higher percentages like 75-80% tend to be more efficient at relieving headaches thus should be offered to customers on shelves. The one at 1% seems unreliable and shouldn't be up for consideration as it would be a waste of time and money for the customer. ,,,,,,,,,,,5e3af922a4907231695c413e,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2959bd56af713fc12e55,80,No,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:57,5/24/22 12:59,IP Address,*******,100,118,TRUE,5/24/22 12:59,R_2az97htxdB9usbU,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f129bc4329d461f67269693,,,,,,,,,,Yes,Yes,No,No,,,,,"More people go on to become successful employees when using Type-1. When they use Type-2, they typically do not go on to become successful employees.",,5f129bc4329d461f67269693,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a7d8a40b9a6a00ccc51,50,Yes,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:56,5/24/22 12:59,IP Address,*******,100,180,TRUE,5/24/22 12:59,R_wTSf9jrLp2pncsN,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60eeed7cce4ddb957b239f03,Yes,Yes,No,No,,,,,Reptol seems to have a much higher level of efficacy than Psylo,,,,,,,,,,"no, thank you",60eeed7cce4ddb957b239f03,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a41ac5019875b6a9dd9,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:55,5/24/22 12:59,IP Address,*******,100,240,TRUE,5/24/22 12:59,R_2aDcDNf38P3pbWF,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,615a084387075364a7462335,Yes,No,No,No,,,,,"It seems that Psylo, whether type 1 or 2, only reduces headache severity in 1% of patients. Type 2 Reptol is more effective at reducing headaches, doing so in 70% of patients. The most effective and the only one meeting the pharmacy stocking threshold is Type 1 Reptol, which is effective in 98% of patients.",,,,,,,,,,,615a084387075364a7462335,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a1bc94247f99f2ef77a,80,No,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:55,5/24/22 12:59,IP Address,*******,100,233,TRUE,5/24/22 12:59,R_1hTiL4Nsr1KzURS,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62792b036e44afa1c88af1e8,Yes,Yes,No,No,,,,,None are 100% effective so it's important to check efficacy to be at least over 50%.,,,,,,,,,,,62792b036e44afa1c88af1e8,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a33884fd7371aff9d76,50,Yes,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:55,5/24/22 13:00,IP Address,*******,100,284,TRUE,5/24/22 13:00,R_1Cfi8lceswC9SN2,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,611199bbda5407637f219a2d,,,,,,,,,,Yes,No,No,No,,,,,"There was a great difference in the efficacy of different kinds of training programs. The first one, which was Type-1 had 98% of employees become successful as opposed to two programs where only 1% of employees became successful. The most successful method was Case A using Typw-1 case studies. ",,611199bbda5407637f219a2d,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a10fc452edb3f055dfe,80,No,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:56,5/24/22 13:00,IP Address,*******,100,216,TRUE,5/24/22 13:00,R_1KxR7mvYAt8qewa,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,610ab5a4cbc548edb197aaf1,,,,,,,,,,Yes,No,No,No,,,,,Type-1 training had an 85% and 70% success rate of employees going on to be excellent employees. Type-2 had terrible results of 1% and 2%. Type-1 training is best for employees.,,610ab5a4cbc548edb197aaf1,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a598fdbd614d2251101,80,No,85,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:54,5/24/22 13:00,IP Address,*******,100,319,TRUE,5/24/22 13:00,R_3kH84uUOC40apuK,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,612136cb9baf34e320a3ce97,Yes,Yes,No,No,,,,,"The Reptol seems to be most effective at reducing symptoms it's treating (headaches) and can be used with or without food.  The Psylo product does not appear to be effective at treating headaches, regardless of whether or not food is taken wit it.",,,,,,,,,,,612136cb9baf34e320a3ce97,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d29f93248c7bcd174ca83,50,Yes,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:54,5/24/22 13:00,IP Address,*******,100,380,TRUE,5/24/22 13:00,R_1QuPGNpatki12Fa,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c2c62542c45d400014a32e6,Yes,Yes,No,No,,,,,The type-1 versions seem to be much more effective. The type-2 versions don't seem to be effective at all.,,,,,,,,,,,5c2c62542c45d400014a32e6,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d29d94e0cc2dd6a4c1201,50,Yes,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:54,5/24/22 13:01,IP Address,*******,100,411,TRUE,5/24/22 13:01,R_Ry8sASnkDlf0XmN,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fe49a4ad8918ba1615e298d,Yes,Yes,No,No,,,,,Reptol is far more effective in reducing the pain caused by headaches than Psylo. ,,,,,,,,,,,5fe49a4ad8918ba1615e298d,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d29da1e9abec5a477b829,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:58,5/24/22 13:01,IP Address,*******,100,151,TRUE,5/24/22 13:01,R_cInIxDRt1H0PgmB,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b9980ce6fe80f0001c6add6,Yes,Yes,No,No,,,,,That the ingredient psylo only seems to help headaches in 1% of the people that take it.,,,,,,,,,,,5b9980ce6fe80f0001c6add6,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2aec322ff239a6970f89,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 13:00,5/24/22 13:01,IP Address,*******,100,84,TRUE,5/24/22 13:01,R_1o4EEom1M7wr2Ou,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b8588fdec7fa30001d6103b,Yes,Yes,No,No,,,,,Well seems like reptol seems to work the best psylo is kinda garbo,,,,,,,,,,,5b8588fdec7fa30001d6103b,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d2b4d69f9d3b1d135686a,50,Yes,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:59,5/24/22 13:02,IP Address,*******,100,147,TRUE,5/24/22 13:02,R_3MyAD4SAXEqdYe8,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6103049fc6f76dd9afd945a6,,,,,,,,,,Yes,Yes,No,No,,,,,Training programs that are successful are more worth it to implement compared to ones that are not very successful. Programs that take place on weekends may or may not cause employees to be successful.,no,6103049fc6f76dd9afd945a6,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d29a81ca17d1b70e1d671,50,Yes,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:56,5/24/22 13:02,IP Address,*******,100,351,TRUE,5/24/22 13:02,R_3IXe0O1YVV5RGGI,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fddc61782d31b27035c833,Yes,Yes,No,No,,,,,"Both were ingredients that were either present or absent in the examples of headache medicines I was supposed to choose from to stock or not. The medications were either effective for 70% of users and up, or only 1% of users experienced an improvement of their headache when taking it.",,,,,,,,,,,60fddc61782d31b27035c833,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a5f8faacb30ebf3bb77,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:59,5/24/22 13:02,IP Address,*******,100,211,TRUE,5/24/22 13:02,R_xGFqdPjO5RkRpg5,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fcc8340941136df8103247,,,,,,,,,,Yes,No,No,No,,,,,"Programs that use case studies have higher percentages, with programs that use case studies and occur on the weekend having the highest percentage. Programs that use simulations have significantly lower percentages, with no difference between whether or not the program occurs on the weekends or not.",,60fcc8340941136df8103247,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2af5e53f99f31df8c23c,80,No,98,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:59,5/24/22 13:02,IP Address,*******,100,209,TRUE,5/24/22 13:02,R_2YhAkYwZnI5TzTe,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d93a2e8e248c2001967fb0a,Yes,No,No,No,,,,,"Reptol Type-1 is the most effective in reducing the severity of headaches.  Reptol Type-2 was the second most effective, but did not meet the threshold for stocking.  Psylo Type-1 and Type-2 were not effective at all.",,,,,,,,,,,5d93a2e8e248c2001967fb0a,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d2b044a801f98f8e231e3,80,No,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:57,5/24/22 13:02,IP Address,*******,100,339,TRUE,5/24/22 13:02,R_1ouPUYM7Bxc77Yc,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fee0c90eb52700cd9752702,Yes,No,No,No,,,,,"The Psylo should be banned as fraudulent.
A food sign should accompany the display for Reptol.",,,,,,,,,,,5fee0c90eb52700cd9752702,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d2a82b5cd38e364d81b56,80,No,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
