StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,CompCheck,CharSel,NoteCardChoice_LL,NoteCardChoice_HL,NamedPrice,HowHelpful_4,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Checker,Feedback,pay,time,PROLIFIC_PID,STUDY_ID,SESSION_ID,loss,cost,coins1,notes,coins2,coins3
4/18/23 8:04,4/18/23 8:19,IP Address,*******,100,905,TRUE,4/18/23 8:19,R_UflzlQv05ONoP5L,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5588d532fdf99b304ee567b9,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,3,9,8,6,3,2,Huntress,,$1.00 ,5 minutes,5588d532fdf99b304ee567b9,643e94504237931b59924833,643ea34f656e825eaab3bc3a,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:14,4/18/23 8:19,IP Address,*******,100,310,TRUE,4/18/23 8:19,R_xaZglSZ8TeSoKlj,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6236fe0ee063333a3e1ba72a,86,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,4,1,10,8,5,3,6,Siren,,$1.00 ,5 minutes,6236fe0ee063333a3e1ba72a,643e94504237931b59924834,643ea5a70ef5c01a02ef51ad,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",76,76
4/18/23 8:17,4/18/23 8:19,IP Address,*******,100,137,TRUE,4/18/23 8:19,R_3IQuKagzY2OxLOg,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5bda12b600c1c4000155cb87,95,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",3,2,12,8,6,3,2,Siren,n/a,$1.00 ,5 minutes,5bda12b600c1c4000155cb87,643e94504237931b59924834,643ea651853dda0bd2a17fb9,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",87,87
4/18/23 8:16,4/18/23 8:19,IP Address,*******,100,155,TRUE,4/18/23 8:19,R_3p8QOhxN0ROIbif,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,631916c5e920aea5076777b0,95,Bard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,12,1,12,10,9,2,1,Bard,,$1.00 ,5 minutes,631916c5e920aea5076777b0,643e94504237931b59924833,643ea656dba8bd13f3e0cca4,low,12,90,"""Mushrooms are stronger than flowers.""",78,78
4/18/23 8:09,4/18/23 8:19,IP Address,*******,100,596,TRUE,4/18/23 8:19,R_2ZEMPFnLkw8pFV9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fd97d689b7c72c5920826a,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,2,12,8,4,3,0,Wizard,no,$1.00 ,5 minutes,60fd97d689b7c72c5920826a,643e94504237931b59924834,643ea4a014391b38fdc0d1f8,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,95
4/18/23 8:17,4/18/23 8:20,IP Address,*******,100,166,TRUE,4/18/23 8:20,R_3smiiXJ0HGc7IDT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d8793d36c53380015139da9,95,Bard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,2,9,8,7,2,1,Bard,Nothing confusing or frustrating!,$1.00 ,5 minutes,5d8793d36c53380015139da9,643e94504237931b59924833,643ea6508bff3b58042cd1d8,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:16,4/18/23 8:20,IP Address,*******,100,211,TRUE,4/18/23 8:20,R_1LvBQsB6KqgiJIa,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6127c5e5db9bf1a49993c300,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",0,-2,12,10,6,3,0,Wizard,,$1.00 ,5 minutes,6127c5e5db9bf1a49993c300,643e94504237931b59924833,643ea63ca4f4a2a48aef5174,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",88,88
4/18/23 8:15,4/18/23 8:20,IP Address,*******,100,286,TRUE,4/18/23 8:20,R_1FEXto70fV48sSA,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63ed2fb97cf54c8edce9f1c7,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,-1,12,9,7,3,0,Huntress,Nope!,$1.00 ,5 minutes,63ed2fb97cf54c8edce9f1c7,643e94504237931b59924834,643ea6047138edd695c17e5c,high,20,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:18,4/18/23 8:21,IP Address,*******,100,144,TRUE,4/18/23 8:21,R_5jd3hRZIOfLhux3,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62ddfb274cdc115e8db46ec1,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,2,12,8,5,3,0,Warrior,,$1.00 ,5 minutes,62ddfb274cdc115e8db46ec1,643e94504237931b59924833,643ea6c3c5a98b421d4cf8c7,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:19,4/18/23 8:21,IP Address,*******,100,129,TRUE,4/18/23 8:21,R_3KIsmDvpQxEB2I9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,56435b83942576000a66eb5d,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,3,9,8,7,2,1,Wizard,,$1.00 ,5 minutes,56435b83942576000a66eb5d,643e94504237931b59924833,643ea6e94ee4d77054026137,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,90
4/18/23 8:15,4/18/23 8:21,IP Address,*******,100,370,TRUE,4/18/23 8:21,R_3Pw46LKzgOPgKw1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63b6c0863cac38cef51210a4,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",6,2,12,8,6,4,0,Huntress,Nope,$1.00 ,5 minutes,63b6c0863cac38cef51210a4,643e94504237931b59924833,643ea5f86e0cfa8be4da2a14,high,12,90,"""Mushrooms are stronger than flowers.""",84,84
4/18/23 8:15,4/18/23 8:21,IP Address,*******,100,359,TRUE,4/18/23 8:21,R_WvblOe0JOdveyBz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b27d79e878ec200017b0eb3,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,1,11,9,7,5,3,Wizard,no,$1.00 ,5 minutes,5b27d79e878ec200017b0eb3,643e94504237931b59924834,643ea60b2fe0106cedc17e7c,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",72,72
4/18/23 8:16,4/18/23 8:21,IP Address,*******,100,316,TRUE,4/18/23 8:21,R_r6i66rGssgSTUkx,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63dbf9f2f584cfa278f98718,10,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,7,2,9,8,7,2,1,Huntress,No,$1.00 ,5 minutes,63dbf9f2f584cfa278f98718,643e94504237931b59924834,643ea62c6820b8d4b51823bc,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,91
4/18/23 8:18,4/18/23 8:22,IP Address,*******,100,220,TRUE,4/18/23 8:22,R_1j6XyV1HWNu8Txf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ff88959d8e2f50a685a6f8e,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",12,0,14,12,8,3,0,Huntress,Having to remember numbers,$1.00 ,5 minutes,5ff88959d8e2f50a685a6f8e,643e94504237931b59924834,643ea693972d2653383163f3,high,12,90,"""Mushrooms are stronger than flowers.""",78,78
4/18/23 8:19,4/18/23 8:22,IP Address,*******,100,174,TRUE,4/18/23 8:22,R_R48rt3Z9J6g1ZYd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6361482ed4c29c255c584b0f,95,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,7,1,9,8,7,2,1,Warrior,No,$1.00 ,5 minutes,6361482ed4c29c255c584b0f,643e94504237931b59924833,643ea6ea7db76311193de622,low,20,90,"""Mushrooms are stronger than flowers.""",83,93
4/18/23 8:19,4/18/23 8:22,IP Address,*******,100,172,TRUE,4/18/23 8:22,R_2vf6LJyzO3EDvVL,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,64138cc5b768ae7e419a2a4e,95,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,-2,10,7,5,4,1,Bard,,$1.00 ,5 minutes,64138cc5b768ae7e419a2a4e,643e94504237931b59924833,643ea6f09b2a719f88c8c8c6,high,20,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:17,4/18/23 8:22,IP Address,*******,100,297,TRUE,4/18/23 8:22,R_b7ael1zsT4rHHhv,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63eda0711b0b8494d1661f17,95,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",7,0,12,8,4,3,0,Bard,No,$1.00 ,5 minutes,63eda0711b0b8494d1661f17,643e94504237931b59924833,643ea68ba4a8719ecf5e1494,high,20,90,"""Mushrooms are stronger than flowers.""",83,93
4/18/23 8:20,4/18/23 8:23,IP Address,*******,100,174,TRUE,4/18/23 8:23,R_xz142PXp1saM0JX,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,606e3ddf19540080228e3a0c,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,7,2,9,8,7,2,1,Siren,,$1.00 ,5 minutes,606e3ddf19540080228e3a0c,643e94504237931b59924834,643ea713bfd7d5fd66bb4eb4,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,93
4/18/23 8:17,4/18/23 8:23,IP Address,*******,100,332,TRUE,4/18/23 8:23,R_1Ia74TNNedkgENK,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ab5a51be1546900019b59ff,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,2,12,10,8,5,3,Warrior,,$1.00 ,5 minutes,5ab5a51be1546900019b59ff,643e94504237931b59924833,643ea67a2dc2d55f89bb4f41,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:19,4/18/23 8:23,IP Address,*******,100,207,TRUE,4/18/23 8:23,R_3kCcaVzUycsbIwt,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,59b2d1e1773f41000148789e,95,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,5,3,9,8,7,2,1,Huntress,"Not at all, this was a very fun survey!",$1.00 ,5 minutes,59b2d1e1773f41000148789e,643e94504237931b59924834,643ea6fd551401961b47ef62,low,12,90,"""Mushrooms are stronger than flowers.""",85,95
4/18/23 8:19,4/18/23 8:23,IP Address,*******,100,255,TRUE,4/18/23 8:23,R_3M4Z7h1PqWyNell,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62e31131dd8b248409c9fcb3,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,2,10,8,6,4,0,Huntress,,$1.00 ,5 minutes,62e31131dd8b248409c9fcb3,643e94504237931b59924834,643ea6af30a69fbb978f6768,high,20,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:19,4/18/23 8:23,IP Address,*******,100,271,TRUE,4/18/23 8:23,R_2TnmeY4CAm4HEkA,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63ea61ebeb113fbc8d6f4b76,95,Bard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,7,0,9,8,7,2,1,Bard,,$1.00 ,5 minutes,63ea61ebeb113fbc8d6f4b76,643e94504237931b59924833,643ea6e20eb4880579c3185e,low,12,90,"""Mushrooms are stronger than flowers.""",83,93
4/18/23 8:16,4/18/23 8:23,IP Address,*******,100,467,TRUE,4/18/23 8:23,R_WvBEpw9loFzFnbP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63f5d0e9eb6cadc114ba3c47,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,-2,12,8,4,3,0,Huntress,"No, was just hard a bit lol",$1.00 ,5 minutes,63f5d0e9eb6cadc114ba3c47,643e94504237931b59924834,643ea621651777c3ac2cd1d2,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:18,4/18/23 8:23,IP Address,*******,100,311,TRUE,4/18/23 8:23,R_3sBrKGo310BeSKE,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fa61868040ad62058998acd,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,1,10,8,6,3,0,Huntress,,$1.00 ,5 minutes,5fa61868040ad62058998acd,643e94504237931b59924834,643ea6b931abbe2dbe012825,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:13,4/18/23 8:24,IP Address,*******,100,639,TRUE,4/18/23 8:24,R_1rvkMVtxtgOWGOp,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63c33dbeafd7d78af44209d5,4,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,20,3,20,20,20,10,10,Warrior,no,$1.00 ,5 minutes,63c33dbeafd7d78af44209d5,643e94504237931b59924833,643ea56bb504b82479edf8b1,low,20,90,"""Mushrooms are stronger than flowers.""",70,70
4/18/23 8:17,4/18/23 8:24,IP Address,*******,100,396,TRUE,4/18/23 8:24,R_2cCWfYVcU8mEdtU,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63ced3c0359659b8efef0022,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,3,2,8,7,5,3,2,Siren,no,$1.00 ,5 minutes,63ced3c0359659b8efef0022,643e94504237931b59924834,643ea67b80e3543dbbb3bc84,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",87,87
4/18/23 8:21,4/18/23 8:24,IP Address,*******,100,158,TRUE,4/18/23 8:24,R_yrwO2uyZpSodxAJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5dee8ee31255595293a9906b,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,7,1,9,8,7,4,3,Wizard,no,$1.00 ,5 minutes,5dee8ee31255595293a9906b,643e94504237931b59924833,643ea773eefa394f02600bb5,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,81
4/18/23 8:20,4/18/23 8:24,IP Address,*******,100,215,TRUE,4/18/23 8:24,R_2Xh5TibyNF3en2J,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d0f9b5a905351000124f56c,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,0,12,8,4,3,0,Huntress,No,$1.00 ,5 minutes,5d0f9b5a905351000124f56c,643e94504237931b59924834,643ea7455d649b28036dee17,high,20,90,"""Mushrooms are stronger than flowers.""",82,92
4/18/23 8:23,4/18/23 8:25,IP Address,*******,100,129,TRUE,4/18/23 8:25,R_xm8ol4qW2TT161z,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,548491acfdf99b0379939cc0,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,2,10,8,4,2,1,Wizard,,$1.00 ,5 minutes,548491acfdf99b0379939cc0,643e94504237931b59924834,643ea7eccea6da3e584b4f28,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",70,70
4/18/23 8:24,4/18/23 8:26,IP Address,*******,100,122,TRUE,4/18/23 8:26,R_3fIUyvXueIdiPuN,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d45c2d1da9cb60015aa4312,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,5,1,9,8,7,6,5,Huntress,no,$1.00 ,5 minutes,5d45c2d1da9cb60015aa4312,643e94504237931b59924834,643ea800b5c4e4f1e24d008c,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
4/18/23 8:24,4/18/23 8:26,IP Address,*******,100,115,TRUE,4/18/23 8:26,R_2xQnb1moXCGPN5B,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,611bd6da73757bf5ad0ced0a,14,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",6,-1,5,5,5,5,5,Huntress,,$1.00 ,5 minutes,611bd6da73757bf5ad0ced0a,643e94504237931b59924834,643ea8217f2110225aeea956,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",84,84
4/18/23 8:25,4/18/23 8:27,IP Address,*******,100,134,TRUE,4/18/23 8:27,R_3GfwSwlf6qpC78Z,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,558ab509fdf99b65685f024e,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,3,15,12,10,5,3,Wizard,,$1.00 ,5 minutes,558ab509fdf99b65685f024e,643e94504237931b59924833,643ea85d8c76e7d55937c65b,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:25,4/18/23 8:28,IP Address,*******,100,144,TRUE,4/18/23 8:28,R_SPFNHY6IGlpprqx,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,64138fef828781f0cb2d3be8,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,2,12,8,4,3,0,Wizard,no,$1.00 ,5 minutes,64138fef828781f0cb2d3be8,643e94504237931b59924833,643ea85e8784758d2637c668,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",72,82
4/18/23 8:26,4/18/23 8:28,IP Address,*******,100,157,TRUE,4/18/23 8:28,R_wTLRUpdhsExCljP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6245c8c532cdc22633ecbf3f,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,2,10,8,7,6,5,Wizard,,$1.00 ,5 minutes,6245c8c532cdc22633ecbf3f,643e94504237931b59924833,643ea874d96a8c3bb0a15b54,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:25,4/18/23 8:28,IP Address,*******,100,185,TRUE,4/18/23 8:28,R_2EsGUzmfohqKKjb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62a8ee3245fd70e219ad2aeb,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",10,1,12,8,4,3,0,Huntress,,$1.00 ,5 minutes,62a8ee3245fd70e219ad2aeb,643e94504237931b59924834,643ea85f151851c866797f48,high,20,90,"""Mushrooms are stronger than flowers.""",80,90
4/18/23 8:26,4/18/23 8:28,IP Address,*******,100,136,TRUE,4/18/23 8:28,R_2diMVxU3aziPKvE,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62b266be3221a796f6ec80a7,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,6,1,9,7,6,2,1,Wizard,No,$1.00 ,5 minutes,62b266be3221a796f6ec80a7,643e94504237931b59924833,643ea89aa4df442a6f70c8f8,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:23,4/18/23 8:29,IP Address,*******,100,340,TRUE,4/18/23 8:29,R_2AZS5IBHNcMdaf9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63b5cb851b4ecdfcf20e92bd,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,6,0,9,8,7,2,1,Wizard,no,$1.00 ,5 minutes,63b5cb851b4ecdfcf20e92bd,643e94504237931b59924833,643ea7d17db76311193de636,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:26,4/18/23 8:29,IP Address,*******,100,138,TRUE,4/18/23 8:29,R_1mpYwdve19Z2zXu,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5eea591930ca5f0ddaa75a7f,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,20,3,10,9,7,2,1,Wizard,No,$1.00 ,5 minutes,5eea591930ca5f0ddaa75a7f,643e94504237931b59924833,643ea8a10ded2861c36dee7a,low,12,90,"""Mushrooms are stronger than flowers.""",70,70
4/18/23 8:26,4/18/23 8:29,IP Address,*******,100,150,TRUE,4/18/23 8:29,R_1opseRU26bM4YAA,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,611c4b67ef5ef50313395ffb,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,0,10,6,5,4,3,Wizard,I couldn't remember the points for each item,$1.00 ,5 minutes,611c4b67ef5ef50313395ffb,643e94504237931b59924834,643ea8a0d82cb51c0a1782e0,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",75,75
4/18/23 8:27,4/18/23 8:29,IP Address,*******,100,158,TRUE,4/18/23 8:29,R_vNtjzfdypg08PMl,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d569384ae2cf6d4dce7c32,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,1,12,8,4,3,0,Wizard,,$1.00 ,5 minutes,63d569384ae2cf6d4dce7c32,643e94504237931b59924834,643ea8b5f7d6f376e3dcc82d,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:24,4/18/23 8:30,IP Address,*******,100,332,TRUE,4/18/23 8:30,R_PvzlwrP81b6uNa1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63daf03a09f486d6bf71fdbe,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,1,12,8,5,3,0,Warrior,no,$1.00 ,5 minutes,63daf03a09f486d6bf71fdbe,643e94504237931b59924833,643ea81eabe78e2804e12a7b,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",75,75
4/18/23 8:28,4/18/23 8:31,IP Address,*******,100,179,TRUE,4/18/23 8:31,R_1MSXtv3RP1WDRQy,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d8d5cc4c83a770013213a84,95,Bard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,2,12,10,8,4,0,Bard,Nope! Very straightforward and fun.,$1.00 ,5 minutes,5d8d5cc4c83a770013213a84,643e94504237931b59924834,643ea90661b4f1ca55ef515d,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:28,4/18/23 8:31,IP Address,*******,100,184,TRUE,4/18/23 8:31,R_1kY4rXgNdYRZ94F,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,578678f6900cc80001d2dea5,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,7,2,12,10,8,6,4,Siren,no,$1.00 ,5 minutes,578678f6900cc80001d2dea5,643e94504237931b59924834,643ea90e96ccdc8f696b6729,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,81
